Date,z_score,long,short,exit
2020-01-14,-1.7514569837118215,False,False,False
2020-01-15,-2.047510545636988,True,False,False
2020-01-16,-1.1393935083551752,False,False,False
2020-01-17,-1.662124658733006,False,False,False
2020-01-20,-1.2534067440611845,False,False,False
2020-01-21,-0.8460491257241854,False,False,False
2020-01-22,-0.005689484950643401,False,False,True
2020-01-23,-0.2773670467188003,False,False,False
2020-01-24,-0.17830263977103125,False,False,True
2020-01-27,-0.13285231263013506,False,False,True
2020-01-28,0.6225533708190035,False,False,False
2020-01-29,-0.37274092492956806,False,False,False
2020-01-30,-0.2957664392004171,False,False,False
2020-01-31,0.21919781682924938,False,False,False
2020-02-03,-0.7337106240850803,False,False,False
2020-02-04,-2.0298706566078715,True,False,False
2020-02-05,-1.1865097581819053,False,False,False
2020-02-06,-0.18497613856125925,False,False,True
2020-02-07,-0.5688846776866946,False,False,False
2020-02-10,-0.8136629353897376,False,False,False
2020-02-11,-1.5212419252285614,False,False,False
2020-02-12,-1.2650364367869718,False,False,False
2020-02-13,-0.9694533833345108,False,False,False
2020-02-14,-1.102762564344281,False,False,False
2020-02-17,-1.2040481708012012,False,False,False
2020-02-18,-0.30824759214777725,False,False,False
2020-02-19,-0.029158912941257706,False,False,True
2020-02-20,-0.03914700078597526,False,False,True
2020-02-24,0.6327826067558643,False,False,False
2020-02-25,0.5238637861041474,False,False,False
2020-02-26,1.1430540202700605,False,False,False
2020-02-27,0.7069898248150228,False,False,False
2020-02-28,0.26020121742643804,False,False,False
2020-03-02,0.7276092695855295,False,False,False
2020-03-03,1.142395708047189,False,False,False
2020-03-04,0.44153394790174527,False,False,False
2020-03-05,1.1715657935899157,False,False,False
2020-03-06,0.6823987420244929,False,False,False
2020-03-09,2.3609098608591528,False,True,False
2020-03-11,2.4095295929112326,False,True,False
2020-03-12,3.7913851961149123,False,True,False
2020-03-13,3.2002738002982114,False,True,False
2020-03-16,3.3766783248703622,False,True,False
2020-03-17,3.017597995439925,False,True,False
2020-03-18,2.894049158359147,False,True,False
2020-03-19,3.67836772627359,False,True,False
2020-03-20,2.9402717602048445,False,True,False
2020-03-23,3.7209018329446457,False,True,False
2020-03-24,2.9769135375109474,False,True,False
2020-03-25,1.8123977578764903,False,False,False
2020-03-26,2.0879911790530046,False,True,False
2020-03-27,2.260849258050362,False,True,False
2020-03-30,2.359317240186328,False,True,False
2020-03-31,2.206677884518074,False,True,False
2020-04-01,2.123817391957055,False,True,False
2020-04-03,2.286510014529116,False,True,False
2020-04-07,1.4210332412135722,False,False,False
2020-04-08,1.1519758054510851,False,False,False
2020-04-09,0.24585689989806792,False,False,False
2020-04-13,0.18652316700313543,False,False,True
2020-04-15,0.465689943993032,False,False,False
2020-04-16,0.396867780172506,False,False,False
2020-04-17,0.19156635478247072,False,False,True
2020-04-20,0.2893692171078027,False,False,False
2020-04-21,0.6153523531924261,False,False,False
2020-04-22,0.33763047399224144,False,False,False
2020-04-23,0.49532931167543764,False,False,False
2020-04-24,0.5085908651525248,False,False,False
2020-04-27,0.6144439039152048,False,False,False
2020-04-28,0.7150803955002096,False,False,False
2020-04-29,0.660245588166153,False,False,False
